station,lat,lon,n,date_min,date_max
21FLHILL_WQX-1603,27.713074958,-82.463412429,236,2010-01-27,2025-07-16
21FLHILL_WQX-1604,27.71115,-82.453983,236,2010-01-27,2025-07-16
21FLHILL_WQX-1606,27.696833,-82.45755,236,2010-01-27,2025-07-16
21FLHILL_WQX-1611,27.66855,-82.43895,236,2010-01-27,2025-07-16
21FLGW_WQX-3538,30.59849,-83.07319,236,2010-01-05,2025-03-12
21FLHILL_WQX-1601,27.717446659,-82.47869629,236,2010-01-27,2025-07-16
21FLHILL_WQX-1607,27.69085,-82.452183,236,2010-01-27,2025-07-16
21FLHILL_WQX-1610,27.675692431,-82.435388423,236,2010-01-27,2025-07-16
21FLHILL_WQX-1612,27.666717,-82.4314,236,2010-01-27,2025-07-16
21FLHILL_WQX-1608,27.688683,-82.4414,236,2010-01-27,2025-07-16
21FLHILL_WQX-1503,27.959355,-82.46438,235,2010-01-06,2025-07-08
21FLHILL_WQX-1502,27.95265,-82.46535,235,2010-01-06,2025-07-08
21FLGW_WQX-6978,29.786729,-83.321638,235,2010-01-06,2025-03-11
21FLHILL_WQX-1512,28.01808,-82.4647,235,2010-01-06,2025-07-08
21FLHILL_WQX-1509,27.997783713,-82.469034175,235,2010-01-06,2025-07-08
21FLHILL_WQX-1507,27.985573587,-82.471707787,235,2010-01-06,2025-07-08
21FLHILL_WQX-1514,28.01792,-82.44742,235,2010-01-06,2025-07-08
21FLHILL_WQX-1506,27.97897,-82.47695,235,2010-01-06,2025-07-08
21FLHILL_WQX-1705,27.9477,-82.390617,235,2010-01-13,2025-07-09
21FLHILL_WQX-1703,27.944167,-82.40725,235,2010-01-13,2025-07-09
21FLHILL_WQX-1505,27.97137,-82.48127,234,2010-01-06,2025-07-08
21FLHILL_WQX-1309,27.867027594,-82.319910095,234,2010-01-25,2025-07-22
21FLHILL_WQX-1303,27.85775,-82.3757,234,2010-01-25,2025-07-22
21FLHILL_WQX-1306,27.858517,-82.345217,234,2010-01-25,2025-07-22
21FLHILL_WQX-1307,27.863383,-82.336367,234,2010-01-25,2025-07-22
21FLGW_WQX-21202,29.509568,-81.94617,234,2010-08-04,2025-03-05
21FLSJWM_WQX-PLUMRC,30.1768889,-81.6509722,234,2010-02-24,2016-04-25
21FLTBW_WQX-DISN,27.7936667,-82.4135833,234,2010-02-16,2016-06-20
21FLHILL_WQX-1304,27.85805,-82.36565,234,2010-01-25,2025-07-22
21FLHILL_WQX-1510,28.00455,-82.4701,233,2010-01-06,2025-07-08
21FLHILL_WQX-1614,27.66935,-82.41165,233,2010-01-27,2025-07-16
21FLHILL_WQX-1616,27.666617,-82.405567,233,2010-01-27,2025-07-16
21FLCOLL_WQX-LKTRAF4,26.418360001,-81.50297,233,2010-01-28,2024-12-09
21FLHILL_WQX-1701,27.93615,-82.425517,233,2010-01-13,2025-07-09
21FLHILL_WQX-1615,27.664533,-82.4084,233,2010-01-27,2025-07-16
21FLCOLL_WQX-BC10,26.153078698,-81.523239538,233,2010-01-12,2025-01-13
21FLCOLL_WQX-BARRIVN,25.910338843,-81.363136892,232,2010-01-25,2025-01-15
21FLHILL_WQX-1315,27.876385257,-82.292277917,232,2010-01-25,2025-07-22
21FLHILL_WQX-1314,27.881883116,-82.299631656,232,2010-01-25,2025-07-22
21FLHILL_WQX-1310,27.866367,-82.312833,232,2010-01-25,2025-07-22
21FLHILL_WQX-1311,27.873495504,-82.309960019,232,2010-01-25,2025-07-22
21FLNAPL_WQX-MB2,26.188200001,-81.81187,231,2010-01-05,2025-03-13
21FLCOLL_WQX-GGC@858,26.293517807,-81.561851387,231,2010-01-06,2025-01-07
21FLHILL_WQX-1312,27.879,-82.31265,229,2010-02-17,2025-07-22
21FLGW_WQX-3566,28.51887,-82.5807,229,2010-01-05,2025-01-08
21FLGW_WQX-3521,29.85294,-82.60718,229,2010-01-07,2025-03-17
21FLHILL_WQX-1301,27.8552,-82.392783,228,2010-01-25,2025-07-22
21FLHILL_WQX-1409,27.788167,-82.427867,227,2010-01-21,2025-07-30
21FLHILL_WQX-14424,27.788683,-82.415383,227,2010-01-21,2025-07-30
21FLHILL_WQX-14427,27.792871893,-82.413677753,227,2010-01-21,2025-07-30
