station,lat,lon,n,date_min,date_max
21FLCRCP_WQX-BAK024,25.872983001,-80.1045,162,2017-09-25,2024-06-10
21FLCRCP_WQX-BAK025,25.885260001,-80.11218,162,2017-09-25,2024-06-10
21FLCRCP_WQX-PEV045,26.112067001,-80.098833,162,2017-09-27,2024-06-10
21FLCRCP_WQX-BAK026,25.875700001,-80.1049667,162,2017-09-25,2024-06-10
21FLCRCP_WQX-BAK027,25.862610001,-80.10401,162,2017-09-25,2024-06-10
21FLCRCP_WQX-BAK028,25.951450001,-80.102867,162,2017-09-25,2024-06-10
21FLCRCP_WQX-BAK029,25.934500001,-80.1025,162,2017-09-25,2024-06-10
21FLCRCP_WQX-ILW114,26.697420001,-80.0304,162,2017-09-21,2024-06-05
21FLCRCP_WQX-ILW110,26.772447001,-80.030381,162,2017-09-21,2024-06-05
21FLCRCP_WQX-ILW111,26.776960001,-80.030381,162,2017-09-21,2024-06-05
21FLCRCP_WQX-ILW112,26.767940001,-80.030381,162,2017-09-21,2024-06-05
21FLCOLL_WQX-FAKA,25.960541321,-81.509524742,162,2010-01-19,2024-04-08
21FLCRCP_WQX-JUP122,26.939290001,-80.069106,162,2017-09-21,2024-06-04
21FLSJWM_WQX-44194,28.71288889,-81.034194444,161,2016-11-08,2023-09-14
21FLCRCP_WQX-BOY099,26.442217001,-80.04741667,161,2017-09-28,2024-06-05
21FLSFWM_WQX-18207,27.092655278,-81.00614,161,2016-07-06,2024-09-16
21FLCRCP_WQX-ILW116,26.721680001,-80.0315,161,2017-09-21,2024-06-05
21FLCRCP_WQX-BAK020,25.900000001,-80.119714,161,2017-09-25,2024-06-10
21FLCRCP_WQX-ILW115,26.704050001,-80.03025,161,2017-09-21,2024-06-05
21FLCOLL_WQX-COC@LAKE,26.272951159,-81.759647851,161,2010-01-06,2024-04-09
21FLCRCP_WQX-BOY095,26.489416988,-80.03825,160,2017-09-28,2024-06-05
21FLANER_WQX-APAEBNUT,29.785799989,-84.8752,160,2013-07-09,2024-10-01
21FLCOLL_WQX-GORDONRIV,26.173735485,-81.784345674,159,2010-01-13,2024-04-09
CAPECRD_WQX-110,26.725501793,-81.957075161,159,2017-04-11,2024-04-09
21FLCOLL_WQX-BC10,26.153078698,-81.523239538,159,2010-01-12,2024-04-03
21FLANER_WQX-APACPNUT,29.702099989,-84.8802,159,2013-07-09,2024-10-01
21FLWQA_WQX-GTMPINUT,30.0508,-81.3675,158,2014-02-26,2020-10-13
21FLWQA_WQX-GTMFMNUT,29.737,-81.246,158,2014-02-26,2020-10-13
21FLWQA_WQX-GTMSSNUT,29.868841988,-81.307443,158,2014-02-26,2020-10-13
21FLSFWM_WQX-17246,27.086633333,-80.661155556,158,2016-07-06,2024-09-16
21FLSFWM_WQX-17339,27.21175,-80.919094444,158,2016-07-06,2024-09-16
21FLSFWM_WQX-28220,27.156771944,-80.245315278,158,2016-07-11,2024-09-24
21FLANER_WQX-APADBNUT,29.678869056,-85.060207809,158,2013-07-09,2024-10-01
21FLDADE_WQX-MW13,25.517061195,-80.542847621,156,2010-01-06,2024-07-10
CAPECRD_WQX-390,26.605,-81.96472,156,2016-11-10,2024-04-11
21FLSJWM_WQX-44183,28.078941119,-80.766542522,155,2016-10-24,2023-09-26
21FLCOLL_WQX-BC5,26.125411651,-81.770714276,154,2010-01-07,2024-04-09
21FLSFWM_WQX-35206,27.157461111,-80.676538889,154,2016-06-28,2024-09-24
21FLCOLL_WQX-GGC@WHITE,26.212844513,-81.655326126,152,2010-01-05,2024-04-04
21FLDADE_WQX-BL03,25.548839481,-80.347638009,151,2010-01-06,2024-07-10
21FLSJWM_WQX-45491,30.372,-81.62797,151,2016-08-24,2023-07-10
21FLSFWM_WQX-24591,28.267270278,-81.436169722,151,2016-08-08,2024-10-03
21FLCOLL_WQX-BC22,26.057604752,-81.689382863,150,2010-01-13,2024-04-08
21FLSFWM_WQX-32907,28.363445,-81.314655,149,2016-08-08,2024-10-03
21FLCOLL_WQX-BC9,26.152956915,-81.555070687,149,2010-01-12,2024-04-03
21FLNAPL_WQX-HALDCR,26.122290001,-81.78248,149,2017-08-01,2024-02-26
21FLSFWM_WQX-20348,26.330136111,-80.881908333,149,2016-06-27,2024-08-12
21FLSFWM_WQX-18940,27.359669444,-80.350797222,149,2016-07-12,2024-09-25
21FLCOLL_WQX-FAKA858,26.29355482,-81.529636249,149,2010-01-06,2024-04-01
21FLMOSA_WQX-024011,27.646663666,-82.21046057,149,2012-07-12,2020-12-14
21FLFLAT_WQX-HCSW-1,27.487659988,-82.02346,148,2018-01-17,2022-12-07
21FLCOLL_WQX-BC19,25.926509798,-81.427049468,147,2010-01-25,2024-04-08
21FLCOLL_WQX-COC@IBIS,26.282099114,-81.770068379,146,2010-01-20,2024-04-09
CAPECRD_WQX-510,26.563938672,-81.963518805,146,2014-10-16,2024-04-16
21FLNAPL_WQX-MB2,26.188200001,-81.81187,145,2017-07-26,2024-02-01
21FLCOLL_WQX-BC26,26.273814265,-81.689336701,145,2010-01-06,2024-04-09
21FLSFWM_WQX-17948,26.789802778,-80.961991667,145,2016-06-20,2024-09-16
21FLSJWM_WQX-45488,30.390340431,-81.49573344,144,2016-08-24,2023-09-06
21FLSFWM_WQX-18955,27.143433333,-80.183075,144,2016-07-11,2024-09-24
21FLCOLL_WQX-NNAPLES,26.268921087,-81.791645,143,2010-01-20,2024-04-15
21FLSFWM_WQX-18447,27.27171,-80.321990556,143,2010-01-05,2024-09-09
21FLCOLL_WQX-WCOCORIV,26.272059762,-81.786229376,143,2010-01-20,2024-04-15
21FLSFWM_WQX-18454,27.32464,-80.33315,141,2010-01-05,2024-09-09
21FLMOSA_WQX-PRMP-10,27.575854873,-81.804468727,141,2012-04-16,2023-12-13
21FLMOSA_WQX-PRMP-11,27.550765999,-81.794086333,141,2012-04-16,2023-12-13
21FLMOSA_WQX-PRMP-4,27.646290411,-81.802192745,141,2012-04-16,2023-12-13
21FLMOSA_WQX-PRMP-2,27.722788685,-81.790092394,141,2012-04-16,2023-12-13
21FLSFWM_WQX-11720,27.188991667,-80.905577778,141,2016-08-01,2024-09-16
21FLSFWM_WQX-36689,27.114857222,-80.276329167,140,2016-07-11,2024-09-24
21FLANER_WQX-APAPCNUT,29.601329989,-85.02765,138,2013-07-09,2024-09-03
21FLSJWM_WQX-44612,29.167106345,-81.522829754,138,2017-06-21,2023-09-20
21FLMOSA_WQX-HCSW-4,27.200039988,-81.98763,137,2018-01-17,2023-12-05
21FLDADE_WQX-BB34,25.6514821,-80.2590735,136,2010-01-07,2024-07-11
21FLDADE_WQX-BB04,25.917671,-80.1257684,136,2010-04-05,2024-07-08
21FLSFWM_WQX-17340,27.2108,-80.920022222,135,2016-07-06,2024-09-16
21FLDADE_WQX-BB24,25.7665764,-80.1405694,135,2010-01-05,2024-07-09
21FLSJWM_WQX-44195,28.542744611,-80.942483972,135,2016-10-19,2023-12-19
21FLDADE_WQX-BB11,25.8464751,-80.1669677,135,2010-01-04,2024-07-09
21FLSFWM_WQX-17483,26.700475,-80.715416667,135,2016-07-06,2024-09-16
21FLDADE_WQX-TM05,25.762863176,-80.320212569,135,2010-01-05,2024-07-09
21FLDADE_WQX-BS10,25.918484726,-80.324699048,135,2010-01-04,2024-07-08
21FLDADE_WQX-SP08,25.715151264,-80.382969036,135,2010-01-07,2024-07-11
21FLDADE_WQX-OL03,25.9637064,-80.1502022,134,2010-01-04,2024-07-08
21FLDADE_WQX-LR05,25.8714828,-80.2341987,134,2010-01-04,2024-07-08
21FLDADE_WQX-PR08,25.5870676,-80.5112166,134,2010-01-06,2024-07-10
21FLCOLL_WQX-WIGGINSBY,26.294360546,-81.810065236,134,2010-01-20,2024-04-15
21FLSFWM_WQX-4302,27.210483333,-80.936913889,134,2016-07-06,2024-09-16
21FLSFWM_WQX-36691,27.258007222,-80.366145,134,2016-07-12,2024-09-25
21FLDADE_WQX-LR06,25.85356408,-80.192812715,133,2010-01-04,2024-07-08
21FLDADE_WQX-LR08,25.8703617,-80.2907737,133,2010-01-04,2024-07-08
21FLDADE_WQX-AC06,25.906336807,-80.163820904,132,2010-01-04,2024-07-08
21FLSFWM_WQX-18121,27.314369432,-81.022847222,132,2019-08-19,2024-09-09
21FLFWC_WQX-200-W,25.589999987,-80.1,131,2015-02-04,2023-05-25
21FLDADE_WQX-CG01,25.7036788,-80.2472057,131,2010-01-07,2024-07-11
21FLDADE_WQX-SP01,25.657718198,-80.268128247,131,2010-01-07,2024-07-11
21FLCRCP_WQX-STL171,27.159830001,-80.14485,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL172,27.125250001,-80.1298333,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL167,27.099317001,-80.124467,130,2019-01-18,2024-06-03
21FLCRCP_WQX-GOC001,25.756490001,-80.128425,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC002,25.761000001,-80.128425,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC003,25.760260001,-80.12362,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC004,25.765510001,-80.128425,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC005,25.844550001,-80.10415,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC006,25.734142101,-80.1002392,130,2019-01-29,2024-06-06
