station,lat,lon,n,date_min,date_max
21FLSEAS_WQX-28SEAS445,29.2373333,-83.082333,111,2010-01-07,2017-12-27
21FLCOLL_WQX-FAKAUPOI,25.9559,-81.5105,111,2010-01-19,2015-09-14
CAPECRD_WQX-435,26.599999503,-82.007355696,111,2011-12-20,2023-06-29
21FLLCPC_WQX-GRIFFINTISH,28.860388962,-81.838457501,110,2010-01-25,2014-11-17
21FLSARA_WQX-RBS-WILK,27.291379987,-82.51385,110,2016-01-18,2025-07-21
21FLSEAS_WQX-10SEAS890,30.2568333,-85.684166,109,2010-01-27,2017-10-10
21FLSARA_WQX-LAA-TRAILS,27.318699987,-82.4766,109,2016-01-18,2025-07-21
21FLSEAS_WQX-10SEAS880,30.2465,-85.684166,109,2010-01-27,2017-10-10
21FLSARA_WQX-C341-17TH,27.348399987,-82.48051,109,2016-01-18,2025-07-21
21FLSEAS_WQX-28SEAS420,29.3476666,-83.182,109,2010-01-20,2017-12-19
21FLCOJB_WQX-SW-BT03,30.307517,-81.400217,109,2010-10-13,2016-11-03
21FLSEAS_WQX-16SEAS357,29.6725,-85.141,109,2010-01-04,2017-10-09
21FLSEAS_WQX-22SEAS002,30.0641666,-84.356333,108,2010-01-06,2017-09-14
21FLCOLL_WQX-BC16,25.8878,-81.2617,108,2010-01-25,2015-09-21
CAPECRD_WQX-442,26.583861554,-82.009522581,108,2011-12-20,2023-02-21
21FLSEAS_WQX-30SEAS118,29.2058333,-83.081166,108,2010-01-04,2018-03-22
CAPECRD_WQX-243,26.652062258,-81.948325686,107,2010-01-19,2023-06-27
21FLSEAS_WQX-22SEAS001,30.0603333,-84.356666,107,2010-01-06,2017-12-13
21FLSEAS_WQX-30SEAS180,29.1531666,-83.015333,107,2010-01-04,2018-03-21
21FLCOLL_WQX-GGCAT31,26.168029365,-81.76723388,107,2010-01-13,2016-02-11
21FLSEAS_WQX-30SEAS200,29.1571666,-83.014833,106,2010-02-11,2018-03-21
21FLSEAS_WQX-30SEAS130,29.1643333,-82.934833,106,2010-01-04,2018-03-22
21FLSEAS_WQX-12SEAS977,30.0586666,-85.438666,105,2010-01-06,2017-10-11
21FLDADE_WQX-OL03,25.9637064,-80.1502022,105,2010-01-04,2018-12-03
21FLLOX_WQX-92,26.911357274,-80.176006317,105,2010-01-27,2025-05-13
21FLSARA_WQX-BW-HEAD,27.068129987,-82.40086,105,2016-01-28,2025-07-31
